loss,accuracy,val_loss,val_accuracy,lr
1.2104322910308838,0.6368749737739563,1.803054928779602,0.35303571820259094,1e-04
0.4093674123287201,0.9042410850524902,0.18746143579483032,0.9590178728103638,1e-04
0.2563829720020294,0.9417856931686401,0.15786199271678925,0.9631249904632568,1e-04
0.19389380514621735,0.9563839435577393,0.10568501055240631,0.975803554058075,1e-04
0.15785442292690277,0.9645758867263794,0.09226751327514648,0.9795535802841187,1e-04
0.13418342173099518,0.969910740852356,0.07996638864278793,0.9822321534156799,1e-04
0.11757973581552505,0.9737499952316284,0.07408542186021805,0.9839285612106323,1e-04
0.10799708962440491,0.9762946367263794,0.0922987163066864,0.977946400642395,1e-04
0.09675657749176025,0.9795982241630554,0.06935974955558777,0.9850000143051147,1e-04
0.09021637588739395,0.9799776673316956,0.06086137518286705,0.9868749976158142,1e-04
0.08461424708366394,0.9811607003211975,0.05620827153325081,0.9883928298950195,1e-04
0.07847331464290619,0.9831473231315613,0.056568898260593414,0.987678587436676,1e-04
0.07574358582496643,0.9838616251945496,0.05635964497923851,0.9884821176528931,1e-04
0.07210242748260498,0.9840848445892334,0.05128607526421547,0.989464282989502,1e-04
0.06812240183353424,0.9850669503211975,0.057378049939870834,0.9875892996788025,1e-04
0.06520234793424606,0.9860491156578064,0.04956790432333946,0.9905357360839844,1e-04
0.060673657804727554,0.9868080615997314,0.043705180287361145,0.9919642806053162,1e-04
0.05815396457910538,0.9877901673316956,0.049707282334566116,0.9897321462631226,1e-04
0.055850476026535034,0.9883481860160828,0.04519115760922432,0.9916964173316956,1e-04
0.05536378175020218,0.9885491132736206,0.04730891063809395,0.9904464483261108,1e-04
0.05113774910569191,0.9891294836997986,0.042807552963495255,0.991428554058075,1e-04
0.05101937800645828,0.9893527030944824,0.03945188969373703,0.9920535683631897,1e-04
0.048195794224739075,0.9897097945213318,0.04114701226353645,0.9920535683631897,1e-04
0.04611935093998909,0.9903794527053833,0.03752417862415314,0.9933035969734192,1e-04
0.043653134256601334,0.9909151792526245,0.037464674562215805,0.9931250214576721,1e-04
0.042894236743450165,0.9912946224212646,0.03982564061880112,0.992946445941925,1e-04
0.04378936067223549,0.9914955496788025,0.03785780072212219,0.9932143092155457,1e-04
0.039098210632801056,0.9918973445892334,0.03440842032432556,0.9938392639160156,2e-05
0.03730331361293793,0.9924107193946838,0.03410206362605095,0.9939285516738892,2e-05
0.03792140632867813,0.9927455186843872,0.03397788479924202,0.9934821724891663,2e-05
0.03604704514145851,0.9934151768684387,0.03372269868850708,0.9938392639160156,4e-06
0.03567330166697502,0.9931919574737549,0.03363977000117302,0.9937499761581421,4e-06
