loss,accuracy,val_loss,val_accuracy
1.4830929040908813,0.5403571724891663,0.7534080147743225,0.75
0.7154579162597656,0.7380133867263794,0.6065854430198669,0.783214271068573
0.615506112575531,0.772678554058075,0.5457643270492554,0.8050000071525574
0.5623620748519897,0.7937053442001343,0.5026267170906067,0.8232142925262451
0.5281286239624023,0.8060044646263123,0.47593414783477783,0.8370535969734192
0.5008511543273926,0.8155580163002014,0.4527670741081238,0.8456249833106995
0.4782421886920929,0.8268303275108337,0.43607765436172485,0.8502678275108337
0.46278777718544006,0.8329464197158813,0.4218423366546631,0.8551785945892334
0.44788599014282227,0.8372767567634583,0.41207125782966614,0.8588392734527588
0.4368016719818115,0.8442187309265137,0.405013769865036,0.8596428632736206
0.4241374433040619,0.8486384153366089,0.3946339190006256,0.8647321462631226
0.41795462369918823,0.8498883843421936,0.3911028504371643,0.8645535707473755
0.40925365686416626,0.8546651601791382,0.38043534755706787,0.8688392639160156
0.40087994933128357,0.856629490852356,0.3732013702392578,0.8717857003211975
0.39273202419281006,0.8610491156578064,0.37042397260665894,0.8726785778999329
0.38647282123565674,0.8630357384681702,0.36259639263153076,0.8736607432365417
0.3812567889690399,0.8641294836997986,0.35752007365226746,0.8760714530944824
0.3742994964122772,0.8673214316368103,0.35409092903137207,0.8776785731315613
0.37033918499946594,0.8694866299629211,0.35179784893989563,0.8784821629524231
0.3661203980445862,0.8703571557998657,0.346329003572464,0.8796428442001343
0.36276906728744507,0.8707589507102966,0.3455100953578949,0.8803571462631226
0.3591229021549225,0.8723437786102295,0.3416574001312256,0.8810714483261108
0.3541782796382904,0.8751785755157471,0.33757299184799194,0.8847321271896362
0.34998035430908203,0.8758482336997986,0.3334906995296478,0.8844642639160156
0.34802544116973877,0.8767410516738892,0.3311874568462372,0.8840178847312927
0.34236040711402893,0.8784598112106323,0.3271271586418152,0.887321412563324
0.34121641516685486,0.8792187571525574,0.3262631893157959,0.8872321248054504
0.33561253547668457,0.8798660635948181,0.32378533482551575,0.8877678513526917
0.3342260718345642,0.8826562762260437,0.3212445080280304,0.8876785635948181
0.33234789967536926,0.8812500238418579,0.3174551725387573,0.8885714411735535
0.32885631918907166,0.8848214149475098,0.3148559033870697,0.8909821510314941
0.3254755139350891,0.8835268020629883,0.3136928975582123,0.8903571367263794
0.3254474699497223,0.8856919407844543,0.3196325898170471,0.8880357146263123
0.3209694027900696,0.8853794932365417,0.30850932002067566,0.8924106955528259
0.32021114230155945,0.8869866132736206,0.3116212785243988,0.8916964530944824
0.3155955374240875,0.8881472945213318,0.30938631296157837,0.8933928608894348
0.31587451696395874,0.8881919384002686,0.304710328578949,0.8933928608894348
