loss,accuracy,val_loss,val_accuracy,lr
1.293699860572815,0.5726339221000671,1.4753304719924927,0.5214285850524902,1e-04
0.7728648781776428,0.7362723350524902,0.601022481918335,0.7825892567634583,1e-04
0.6486706137657166,0.774040162563324,0.5442397594451904,0.8100000023841858,1e-04
0.5835458636283875,0.7972767949104309,0.5035519599914551,0.8260714411735535,1e-04
0.5305931568145752,0.8173884153366089,0.4427058696746826,0.8453571200370789,1e-04
0.49896925687789917,0.8288393020629883,0.43644770979881287,0.852142870426178,1e-04
0.47286686301231384,0.8394196629524231,0.38249242305755615,0.8686606884002686,1e-04
0.44940847158432007,0.8482142686843872,0.3689747452735901,0.8729464411735535,1e-04
0.43663856387138367,0.8524776697158813,0.3704169988632202,0.871696412563324,1e-04
0.4129173457622528,0.8583928346633911,0.3576253056526184,0.8768749833106995,1e-04
0.40418872237205505,0.8619865775108337,0.33928415179252625,0.8842856884002686,1e-04
0.3908705413341522,0.8653125166893005,0.33691173791885376,0.8840178847312927,1e-04
0.37987515330314636,0.8712276816368103,0.325229674577713,0.8899106979370117,1e-04
0.3690665066242218,0.8752678632736206,0.3303309679031372,0.8858035802841187,1e-04
0.36513328552246094,0.8760268092155457,0.32789427042007446,0.8882142901420593,1e-04
0.3589669167995453,0.8774777054786682,0.30553728342056274,0.8956249952316284,1e-04
0.34462013840675354,0.8820089101791382,0.30534982681274414,0.8955357074737549,1e-04
0.3424626886844635,0.8834598064422607,0.3206965923309326,0.8912500143051147,1e-04
0.3332115411758423,0.8872544765472412,0.30218052864074707,0.8969643115997314,1e-04
0.332037091255188,0.8864955306053162,0.3132507801055908,0.893928587436676,1e-04
0.3246314227581024,0.8896428346633911,0.2880197763442993,0.901160717010498,1e-04
0.3180586099624634,0.8910714387893677,0.2890787720680237,0.9019643068313599,1e-04
0.3154975473880768,0.8918973207473755,0.29078102111816406,0.9006249904632568,1e-04
0.3069193959236145,0.8962053656578064,0.2783306837081909,0.9058035612106323,1e-04
0.30551767349243164,0.8960490822792053,0.2900038957595825,0.9006249904632568,1e-04
0.2999376654624939,0.8974106907844543,0.2837274968624115,0.904285728931427,1e-04
0.29685530066490173,0.8994643092155457,0.2845557630062103,0.9017857313156128,1e-04
0.2927999794483185,0.8988615870475769,0.28087228536605835,0.9052678346633911,1e-04
0.289142906665802,0.9007589221000671,0.2711913287639618,0.9076785445213318,1e-04
0.28418827056884766,0.9030134081840515,0.27817848324775696,0.9059821367263794,1e-04
0.28344401717185974,0.9026785492897034,0.27035579085350037,0.909375011920929,1e-04
0.27789509296417236,0.9049999713897705,0.2730114459991455,0.90625,1e-04
0.27801504731178284,0.9047544598579407,0.26593631505966187,0.9084821343421936,1e-04
0.2658051550388336,0.9108259081840515,0.26230114698410034,0.9116071462631226,2e-05
0.2640942931175232,0.909553587436676,0.2601320445537567,0.9125000238418579,2e-05
0.26696309447288513,0.9098883867263794,0.25996601581573486,0.9125000238418579,2e-05
0.2574463188648224,0.9133928418159485,0.258792519569397,0.9130356907844543,4e-06
0.25994521379470825,0.9111384153366089,0.2589181959629059,0.9136607050895691,4e-06
0.25936511158943176,0.9111830592155457,0.25888559222221375,0.9133928418159485,8e-07
0.2598181664943695,0.9105134010314941,0.25856813788414,0.9139285683631897,1.6e-07
0.25686874985694885,0.9125223159790039,0.2589310109615326,0.9139285683631897,3.2e-08
0.2572827935218811,0.9135267734527588,0.25862741470336914,0.9139285683631897,3.2e-08
0.25804534554481506,0.912098228931427,0.2590121924877167,0.9133928418159485,6.3999996e-09
0.25987693667411804,0.9111384153366089,0.2587827444076538,0.9135714173316956,1.2799999e-09
0.25947922468185425,0.9135044813156128,0.2587658166885376,0.9139285683631897,2.5599997e-10
0.2625688314437866,0.9111384153366089,0.2586705684661865,0.9132142663002014,5.1199996e-11
0.2616090476512909,0.9115625023841858,0.25871896743774414,0.9135714173316956,1.0239999e-11
