loss,accuracy,val_loss,val_accuracy
3.08357572555542,0.11732851713895798,2.81614089012146,0.2777476906776428
2.435755729675293,0.32328519225120544,1.9274157285690308,0.5383504629135132
1.7990576028823853,0.4861913323402405,1.4407631158828735,0.640859067440033
1.4232624769210815,0.5844765305519104,1.1575946807861328,0.699873685836792
1.1813658475875854,0.6490523219108582,0.9669014811515808,0.743367612361908
1.0106605291366577,0.6987364888191223,0.8248364925384521,0.7881248593330383
0.876443088054657,0.73650723695755,0.7083675861358643,0.8233171105384827
0.7664735913276672,0.7681407928466797,0.6161856651306152,0.8438909649848938
0.6760774254798889,0.7945848107337952,0.538278341293335,0.8687962293624878
0.6089978814125061,0.8156137466430664,0.47774165868759155,0.8850387930870056
0.5468502640724182,0.8326263427734375,0.4186142086982727,0.902364194393158
0.4939458966255188,0.84810471534729,0.37259066104888916,0.9149972796440125
0.4435781240463257,0.8643501996994019,0.3308366537094116,0.9200505614280701
0.4020824134349823,0.8772112131118774,0.2944771349430084,0.9303374886512756
0.3694879710674286,0.8881317973136902,0.2641672194004059,0.9415267705917358
0.33171209692955017,0.9023465514183044,0.23073051869869232,0.9519942402839661
0.30526629090309143,0.9090703725814819,0.21185213327407837,0.9570474624633789
0.28573644161224365,0.9150722026824951,0.18482531607151031,0.9642663598060608
0.2577042579650879,0.924142599105835,0.1667798012495041,0.9689586758613586
0.23802508413791656,0.9298736453056335,0.14925417304039001,0.9732900261878967
0.2198334038257599,0.9352436661720276,0.13491342961788177,0.9749142527580261
0.204683318734169,0.9402978420257568,0.11818306148052216,0.9819527268409729
0.18668530881404877,0.9443140625953674,0.10909439623355865,0.9832160472869873
0.17842034995555878,0.9464801549911499,0.09597277641296387,0.9857426285743713
0.16643939912319183,0.950135350227356,0.08896438032388687,0.9857426285743713
0.15241947770118713,0.9562274217605591,0.07811367511749268,0.9870059490203857
0.1433267593383789,0.9574007391929626,0.07032614201307297,0.9897130727767944
0.12946583330631256,0.9631769061088562,0.06335735321044922,0.9900739789009094
0.1234731525182724,0.9653429388999939,0.05525178462266922,0.9916982650756836
0.11416544765233994,0.9681407809257507,0.05209912732243538,0.9915177822113037
0.10768882930278778,0.9691335558891296,0.046113915741443634,0.9971124529838562
0.10008262097835541,0.9728790521621704,0.043171923607587814,0.9947662949562073
0.09454333782196045,0.9730595946311951,0.03817835450172424,0.9976538419723511
0.08979722112417221,0.9756317734718323,0.03383086249232292,0.9983757734298706
0.086430124938488,0.9765343070030212,0.031948890537023544,0.9981952905654907
0.07821020483970642,0.9797834157943726,0.028822436928749084,0.9989171624183655
0.07484640926122665,0.9805956482887268,0.027324175462126732,0.9985561966896057
0.07058562338352203,0.9808213114738464,0.024591082707047462,0.9989171624183655
0.06571589410305023,0.9824458360671997,0.021589061245322227,0.9990976452827454
0.06290914863348007,0.9835288524627686,0.02166147343814373,0.9987366795539856
0.058197930455207825,0.9847472906112671,0.018390869721770287,0.9994586110115051
0.05675668641924858,0.9858303070068359,0.017055464908480644,0.9994586110115051
0.05248568579554558,0.9869585037231445,0.014963577501475811,0.9994586110115051
0.050866954028606415,0.987454891204834,0.014273934997618198,0.9998195171356201
0.048710454255342484,0.9870938658714294,0.013517016544938087,0.9996390342712402
0.04629947990179062,0.9886281490325928,0.01279453281313181,1.0
0.04420370236039162,0.9888086915016174,0.012364299036562443,1.0
0.042270105332136154,0.9901624321937561,0.011271484196186066,0.9998195171356201
0.040152017027139664,0.9894404411315918,0.009867656975984573,1.0
0.04054117947816849,0.9898465871810913,0.009422163479030132,1.0
