loss,accuracy,val_loss,val_accuracy
1.8961745500564575,0.6440401673316956,1.0105254650115967,0.6605356931686401
0.617455005645752,0.7931249737739563,0.4800201952457428,0.821071445941925
0.4623457193374634,0.8349776864051819,0.4094119369983673,0.8498214483261108
0.39794355630874634,0.8570089340209961,0.3754172921180725,0.8632143139839172
0.34272870421409607,0.8748214244842529,0.3484399616718292,0.8719642758369446
0.30912792682647705,0.8857365846633911,0.33675771951675415,0.8766964077949524
0.2733107805252075,0.899196445941925,0.33203959465026855,0.8794642686843872
0.24982105195522308,0.9079241156578064,0.3127085566520691,0.8882142901420593
0.22799460589885712,0.9162276983261108,0.31538233160972595,0.8915178775787354
0.208978071808815,0.9216741323471069,0.3056293725967407,0.8924999833106995
0.1953008770942688,0.9281026721000671,0.32318881154060364,0.8898214101791382
0.18037433922290802,0.9327008724212646,0.30990877747535706,0.8951785564422607
0.16365106403827667,0.9395535588264465,0.29858162999153137,0.9008035659790039
0.14981113374233246,0.9439955353736877,0.34677353501319885,0.8934821486473083
0.1334150731563568,0.949999988079071,0.3199992775917053,0.899196445941925
0.12549076974391937,0.9535267949104309,0.30655330419540405,0.9024106860160828
0.11005109548568726,0.9587053656578064,0.3249577283859253,0.9041964411735535
0.10201180726289749,0.9624776840209961,0.31683510541915894,0.9069643020629883
0.09493211656808853,0.9664732217788696,0.3327905833721161,0.9039285778999329
0.08872164785861969,0.9679241180419922,0.33304157853126526,0.9039285778999329
0.08182240277528763,0.9716964364051819,0.3597627878189087,0.9020535945892334
0.07648316770792007,0.9733259081840515,0.35705897212028503,0.8992857336997986
0.06574858725070953,0.9767857193946838,0.36563026905059814,0.9049107432365417
0.06703570485115051,0.9762277007102966,0.3705843985080719,0.9107142686843872
0.05958715081214905,0.9790402054786682,0.38005679845809937,0.9017857313156128
0.0576869361102581,0.9800893068313599,0.37267613410949707,0.9097321629524231
0.05765099823474884,0.9797990918159485,0.3795017898082733,0.9098214507102966
0.048821546137332916,0.9833928346633911,0.37991032004356384,0.9081249833106995
0.04682539775967598,0.9837276935577393,0.3856055438518524,0.9105356931686401
0.038786571472883224,0.9862276911735535,0.3778844475746155,0.9110714197158813
0.03866957873106003,0.9863616228103638,0.4198504090309143,0.9105356931686401
0.038643039762973785,0.9866517782211304,0.39539843797683716,0.9129464030265808
0.036174092441797256,0.9871875047683716,0.399009108543396,0.9137499928474426
0.03728793188929558,0.9875892996788025,0.40251827239990234,0.9141071438789368
0.04218151420354843,0.9854018092155457,0.4328252375125885,0.9083035588264465
0.033815331757068634,0.9885044693946838,0.3878021538257599,0.9139285683631897
0.03163986653089523,0.9891517758369446,0.3868858516216278,0.9150000214576721
0.03131726756691933,0.9888392686843872,0.4021439552307129,0.9172321557998657
0.032363224774599075,0.9886830449104309,0.4846343696117401,0.8955357074737549
0.02830544114112854,0.9902901649475098,0.420858234167099,0.9164285659790039
0.02481779083609581,0.9914955496788025,0.41968393325805664,0.9169642925262451
0.030392911285161972,0.9898660778999329,0.41783377528190613,0.9161607027053833
0.029994672164320946,0.989642858505249,0.41871219873428345,0.9139285683631897
0.02158094197511673,0.9925892949104309,0.4368659257888794,0.9198214411735535
0.02003880962729454,0.9933258891105652,0.42061546444892883,0.919910728931427
0.02473396621644497,0.9915624856948853,0.4227207601070404,0.9150893092155457
0.025264669209718704,0.9912946224212646,0.4267314076423645,0.9143750071525574
0.024885626509785652,0.991607129573822,0.4240649938583374,0.9123214483261108
0.023485006764531136,0.9926339387893677,0.42132124304771423,0.9151785969734192
0.020379692316055298,0.9933928847312927,0.43808305263519287,0.917946457862854
0.022716376930475235,0.9924776554107666,0.40250566601753235,0.9180356860160828
0.01972915604710579,0.9934151768684387,0.45184534788131714,0.9172321557998657
0.024532577022910118,0.9920982122421265,0.414810448884964,0.9188392758369446
0.019373301416635513,0.993348240852356,0.4201766848564148,0.9172321557998657
0.019521564245224,0.993549108505249,0.41638505458831787,0.9191071391105652
0.017924200743436813,0.9943973422050476,0.43500640988349915,0.9203571677207947
0.01704912632703781,0.9943749904632568,0.4802873432636261,0.9128571152687073
0.023121440783143044,0.9924776554107666,0.42241111397743225,0.9174107313156128
0.01753845438361168,0.9939509034156799,0.44113829731941223,0.9171428680419922
0.017155203968286514,0.9940178394317627,0.45805585384368896,0.9141964316368103
0.019395532086491585,0.9933928847312927,0.43126624822616577,0.916785717010498
0.01810777559876442,0.9940178394317627,0.42975425720214844,0.9196428656578064
0.014596975408494473,0.9951339364051819,0.4664815366268158,0.9191964268684387
0.014828315004706383,0.994933009147644,0.45009085536003113,0.9184821248054504
0.019996777176856995,0.9936383962631226,0.4393860399723053,0.921875
0.01587396115064621,0.9952008724212646,0.43111228942871094,0.9201785922050476
0.01322170253843069,0.9955580234527588,0.48547977209091187,0.9156249761581421
0.01534530520439148,0.9948660731315613,0.5042085647583008,0.9212499856948853
0.015378371812403202,0.9951339364051819,0.4897008538246155,0.9155356884002686
0.019290627911686897,0.9940848350524902,0.46118831634521484,0.9160714149475098
0.013760569505393505,0.9951562285423279,0.47811195254325867,0.9213392734527588
0.01366651151329279,0.995491087436676,0.45643454790115356,0.9211606979370117
0.017508452758193016,0.9941964149475098,0.4535005986690521,0.9200893044471741
