loss,accuracy,val_loss,val_accuracy,lr
2.148283004760742,0.24241071939468384,2.0126638412475586,0.35732144117355347,1e-04
2.0110867023468018,0.29747769236564636,1.8918434381484985,0.38178572058677673,1e-04
1.9459314346313477,0.3187723159790039,1.828336477279663,0.3965178430080414,1e-04
1.905475378036499,0.3293973207473755,1.7871530055999756,0.4023214280605316,1e-04
1.8778976202011108,0.33654019236564636,1.7601356506347656,0.40857142210006714,1e-04
1.859881043434143,0.34352678060531616,1.742305874824524,0.4133928716182709,1e-04
1.8500444889068604,0.345401793718338,1.7323356866836548,0.4158928692340851,1e-04
1.8354743719100952,0.3480357229709625,1.7156410217285156,0.41428571939468384,1e-04
1.8288010358810425,0.34953126311302185,1.708383560180664,0.41928571462631226,1e-04
1.8167330026626587,0.3556026816368103,1.6974378824234009,0.42375001311302185,1e-04
